"site_name","central_asset_id","easting","northing","feature_location","coltype","listed","suitable"
"LEXINGTON STREET","00011801",529461,180937,"OUTSIDE NO. 12-26","Small Grey Wornum","Heritage","False"
"LEXINGTON STREET","00011802",529472,180913,"OPPOSITE NO.12 - 26","Small Grey Wornum","Heritage","False"
"LEXINGTON STREET","00076018",529484.25,180897.1,"At or Outside NO. 7 - 11","Small Grey Wornum","Heritage","False"
"LEXINGTON STREET","00055278",529509.4,180866.58,"SIDE OF NO. 36 - 44 BREWER  STREET","Small Grey Wornum","Heritage","False"
"LILESTONE STREET","00262944",527345.68,182263.74,"j/w Rossmore Road","Standard","Functional","False"
"LILESTONE STREET","00262947",527271.17,182325.83,"Opposite No.31 Dinton House flats","Standard","Functional","True"
"LILESTONE STREET","00262946",527244.27,182317.58,"Opposite Mallory Street","Standard","Functional","True"
"LILESTONE STREET","00262950",527229.63,182304.99,"O/S Dinten house flats","Standard","Functional","True"
"LILESTONE STREET","00262951",527209.43,182287.11,"Outside Fingest House flats","Standard","Functional","True"
"LILESTONE STREET","00262952",527217.47,182279.16,"Opposite Fingest House flats","Standard","Functional","True"
"LILESTONE STREET","00262953",527205.7,182267.45,"Opposite Bernhardt Crescent","Standard","Functional","True"
"LILESTONE STREET","00256994",527187.73,182265.69,"Between Bernhardt Crescent and Lisson Grove","Standard","Functional","False"
"LILESTONE STREET","00263601",527180.62,182262.11,"west f/w 10m from junc Lisson Grove","Standard","Functional","False"
"LILESTONE STREET","01302308",527168.05,182256.61,"West f/w junction with Lisson grove","Standard","Not Specified","False"
"LILESTONE STREET","00263444",527333.09,182286.88,"Side of Risborough House","Standard","Functional","False"
"LILESTONE STREET","00263443",527315.84,182303.49,"By lay by near entrance to Community Centre","Standard","Functional","True"
"LILESTONE STREET","00263442",527306.37,182314.31,"By lay by near Greenside Community Space","Standard","Functional","True"
"LILESTONE STREET","00263440",527310.9,182330.1,"Outside entrance to Hardwick House","Standard","Functional","False"
"LILESTONE STREET","00263441",527297.34,182334.76,"Opposite Paveley Street","Standard","Functional","False"
"LILESTONE STREET","00262948",527293.87,182351.72,"Corner of Tresham Crescent","Standard","Functional","False"
"LILESTONE STREET","01302307",527287.68,182337.27,"Opposite 25","Standard","Not Specified","False"
"LILESTONE STREET","00019575",527264.6,182335.09,"Outside No.31 Dinton House flats","Standard","Functional","True"
"LINCOLN'S INN FIELDS","01300118",530737,181270,"O/S Coopers restaurant J/W Portsmouth Street","Board of St Giles","Not Specified","False"
"LINCOLN'S INN FIELDS","01300125",530869,181343,"O/S searle St","Board of St Giles","Not Specified","False"
"LINCOLN'S INN FIELDS","00264666",530884,181333,"o/s Registry","Board of St Giles","Not Specified","False"
"LINCOLN'S INN FIELDS","00264667",530908,181343,"o/s Serle Street","Board of St Giles","Not Specified","False"
"LINCOLN'S INN FIELDS","00046367",530743.85,181288.03,"O/S Cycle racks J/W Portsmouth St","Board of St Giles","Not Specified","False"
"LINCOLN'S INN FIELDS","01300119",530771,181283,"Outside No. 44 (flat gate)","Board of St Giles","Not Specified","False"
"LINCOLN'S INN FIELDS","01300120",530780,181304,"O/S tennis courts","Board of St Giles","Not Specified","False"
"LINCOLN'S INN FIELDS","01300121",530803,181296,"","Board of St Giles","Not Specified","False"
"LINCOLN'S INN FIELDS","01300122",530808,181316,"","Board of St Giles","Not Specified","False"
"LINCOLN'S INN FIELDS","01300123",530830,181310,"","Board of St Giles","Not Specified","False"
"LINCOLN'S INN FIELDS","01300124",530845,181332,"","Board of St Giles","Not Specified","False"
"LINCOLN'S INN FIELDS","00046368",530864,181325,"O/S32","Board of St Giles","Not Specified","False"
"LINHOPE STREET","00019629",527591.53,182301.95,"Near TAUNTON PLACE","Small Grey Wornum","Heritage","False"
"LINHOPE STREET","00019630",527594.41,182269.75,"At or Outside 30","Standard","Functional","True"
"LINHOPE STREET","00019632",527607.26,182250.53,"At or Outside 20","Small Grey Wornum","Heritage","False"
"LINHOPE STREET","00019633",527615.17,182227.12,"At or Outside 15/16","Small Grey Wornum","Heritage","False"
"LINHOPE STREET","00062395",527617.09,182199.14,"Side of 11 IVOR PLACE","Small Grey Wornum","Heritage","False"
"LINHOPE STREET","00019634",527624.15,182176.87,"Opposite 12","Small Grey Wornum","Heritage","False"
"LINHOPE STREET","00019635",527638.47,182153.86,"Opposite 48","Small Grey Wornum","Heritage","False"
"LINHOPE STREET","00019636",527637,182138,"At or Outside 52","Standard","Functional","True"
"LINHOPE STREET","00019637",527644,182115,"At or Outside 54","Standard","Functional","False"
"LISSON GROVE","00062416",526771.45,182546.19,"At or Outside JCT ST JOHNS WOOD ROAD","Standard","Functional","False"
"LISSON GROVE","00019683",526947.98,182401.97,"Opposite 8 council office","Standard","Functional","False"
"LISSON GROVE","00062445",526961.03,182376.22,"Opposite Verney House","Standard","Functional","False"
"LISSON GROVE","00245000",526987.23,182375.4,"Outside Verney House","Standard","Functional","False"
"LISSON GROVE","00019692",527006.36,182345.24,"Opposite chequers house","Standard","Functional","True"
"LISSON GROVE","00006418",527034.86,182341.47,"At or Outside 1-84 Chequers House","Standard","Functional","True"
"LISSON GROVE","00019697",527046.26,182317.57,"At or Outside 50YDS FROM SL13","Standard","Functional","False"
"LISSON GROVE","00073836",527086,182304,"At or Outside 199 BELVEDERE HEIGHTS","Standard","Functional","True"
"LISSON GROVE","00019698",527098.02,182281.8,"Outside 157-165","Standard","Functional","False"
"LISSON GROVE","00019699",527125.32,182278.49,"Opposite 147-155","Standard","Functional","False"
"LISSON GROVE","00019700",527136.08,182255.33,"Outside 6/7","Standard","Functional","False"
"LISSON GROVE","00019658",526784.5,182510.51,"Outside Winchilsea House","Standard","Functional","False"
"LISSON GROVE","00019701",527160.35,182250.45,"Opposite 13-16, opposite Church Street","Standard","Functional","False"
"LISSON GROVE","00019703",527183.7,182234.9,"Opposite No1 cafe","Standard","Functional","False"
"LISSON GROVE","00019704",527188.91,182207.02,"Outside 131","Standard","Functional","True"
"LISSON GROVE","00062464",527215.68,182193.42,"Opposite 117","Standard","Functional","False"
"LISSON GROVE","00062466",527232.73,182175.88,"Opposite 109","Standard","Functional","False"
"LISSON GROVE","00062455",527230.02,182159.37,"At or Outside 103","Standard","Functional","False"
"LISSON GROVE","00019709",527245.3,182140.59,"At or Outside 95","Standard","Functional","False"
"LISSON GROVE","00259196",527268.98,182131.1,"Junction with Broadley Terrace","Standard","Functional","False"
"LISSON GROVE","00073837",527281.07,182094.34,"Opposite 106","Standard","Functional","False"
"LISSON GROVE","00062470",527307.92,182085.24,"Outside 102","Standard","Functional","False"
"LISSON GROVE","00019660",526801.13,182490.39,"Opposite Church of Our Lady","Standard","Functional","False"
"LISSON GROVE","00019714",527343.91,182047.09,"Opposite 59","Standard","Functional","False"
"LISSON GROVE","00019713",527368.5,182019.87,"Opposite Shroton street","Standard","Functional","False"
"LISSON GROVE","00073841",527381.87,181999.1,"Opposite 45","Standard","Functional","False"
"LISSON GROVE","00019715",527387.13,181971.24,"Junction will Bell street","Standard","Functional","False"
"LISSON GROVE","00073842",527406.9,181953.44,"Outside 26-46","Standard","Functional","False"
"LISSON GROVE","01302299",527416.99,181927.9,"Oppo 11-19","Standard","Not Specified","False"
"LISSON GROVE","00062454",527427.64,181904.49,"Opposite 1-5/7","Standard","Functional","False"
"LISSON GROVE","00019716",527431,181869,"Side of 1-53 Manor House","Standard","Functional","False"
"LISSON GROVE","01302298",527444.6,181834.58,"J/w Marylebone road","Standard","Not Specified","False"
"LISSON GROVE","00019662",526816.79,182476.5,"Opposite Church of Our Lady","Standard","Functional","True"
"LISSON GROVE","00019664",526831.31,182465.96,"Opposite LODGE ROAD","Standard","Functional","True"
"LISSON GROVE","00019671",526850.45,182451.64,"Outside Ashby Court","Standard","Functional","True"
"LISSON GROVE","00019674",526874.32,182435.2,"Opposite Electricity Transfromer Station","Standard","Functional","True"
"LISSON GROVE","00062439",526907.52,182429.55,"Opposite council offices","Standard","Functional","True"
"LISSON GROVE","00062440",526921.54,182403.28,"Outside council offices","Standard","Functional","True"
"LISSON STREET","00019733",527144.23,181958.75,"Opposite SALISBURY STREET","Standard","Functional","False"
"LISSON STREET","01302203",527160.63,181958.98,"Inside the park next to steps","Tapered","Not Specified","False"
"LISSON STREET","01302207",527166.21,181949.56,"Inside Lisson green park area.","Tapered","Not Specified","False"
"LISSON STREET","01302208",527168.98,181938.61,"Inside Lisson green park area.","Tapered","Not Specified","False"
"LISSON STREET","01302209",527179.65,181925.63,"Inside Lisson green park area.","Tapered","Not Specified","False"
"LISSON STREET","01302210",527186.8,181911.68,"Inside Lisson green park area.","Tapered","Not Specified","False"
"LISSON STREET","01302211",527191.86,181895.23,"Inside Lisson green park area.","Tapered","Not Specified","False"
"LISSON STREET","00019734",527161.09,181936.76,"At or Outside 50YDS FROM SL1","Standard","Heritage","True"
"LISSON STREET","00019749",527164.72,181911.14,"At or Outside 50YDS FROM SL2","Standard","Functional","False"
"LISSON STREET","00019746",527182.23,181888.51,"Opposite KING SOLOMON SCHOOL","Standard","Functional","True"
"LISSON STREET","00019737",527186.5,181862.89,"Opposite BELL STREET","Standard","Functional","False"
"LISSON STREET","00019738",527203.58,181840.26,"At or Outside 54","Standard","Functional","False"
"LISSON STREET","00019739",527205.82,181816.45,"At or Outside BEDFORD HOUSE","Standard","Functional","True"
"LISSON STREET","00019740",527221.62,181793.06,"Opposite LISSON HOUSE","Small Grey Wornum","Heritage","False"
"LISSON STREET","01302202",527166.89,181969.04,"Inside the park","Tapered","Not Specified","False"
"LITCHFIELD STREET","00019750",529953.15,180980.69,"At or Outside 24","Small Grey Wornum","Heritage","False"
"LITCHFIELD STREET","00019751",529977.32,180972.9,"At or Outside 28","Small Grey Wornum","Heritage","False"
"LITCHFIELD STREET","00019752",529998.74,180978.7,"Opposite 3","Small Grey Wornum","Heritage","False"
"LITCHFIELD STREET","00062510",529998.18,180970.19,"At or Outside 1","Small Grey Wornum","Not Specified","False"
"LITTLE ARGYLL STREET","00019756",529079.31,181150.43,"SIDE OF NO.250 BANK REGENT STREET","Small Grey Wornum","Heritage","False"
"LITTLE CHESTER STREET","00017570",528565.87,179425.18,"At or Outside 26","Small Grey Wornum","Heritage","False"
"LITTLE CHESTER STREET","00071445",528551.04,179409.99,"At or Outside 23","Small Grey Wornum","Not Specified","False"
"LITTLE CHESTER STREET","00017572",528530.2,179398.67,"Opposite 20","Mackenzie Moncur","Heritage","False"
"LITTLE CHESTER STREET","00060592",528524,179383.06,"At or Outside 18","Small Grey Wornum","Heritage","False"
"LITTLE CHESTER STREET","00017575",528512.15,179371.26,"At or Outside 9","Small Grey Wornum","Cherished","False"
"LITTLE GEORGE STREET","00017591",530043,179597,"Outside Middlesex Guildhall","Small Grey Wornum","Heritage","False"
"LITTLE GEORGE STREET","00259251",530038.83,179615.04,"Outside Middlesex Guildhall","Small Grey Wornum","Heritage","False"
"LITTLE GEORGE STREET","00259252",530042.57,179632.91,"Outside Middlesex Guildhall","Small Grey Wornum","Heritage","False"
"LITTLE MARLBOROUGH STREET","00017601",529177.86,181070.91,"OPPOSITE NO.1","Small Grey Wornum","Heritage","False"
"LITTLE NEWPORT STREET","00017606",529947.58,180861.65,"Opposite 15","Small Grey Wornum","Functional","False"
"LITTLE NEWPORT STREET","00017605",529932.76,180863.41,"Opposite 14","Small Grey Wornum","Heritage","False"
"LITTLE NEWPORT STREET","00017603",529907.57,180865.77,"Opposite 15","Small Grey Wornum","Heritage","False"
"LITTLE PORTLAND STREET","00017613",529139.93,181463.16,"Opposite 24-30 TITCHFIELD STREET","Small Grey Wornum","Heritage","False"
"LITTLE PORTLAND STREET","00060622",529116.32,181461.61,"At or Outside 3-4","Small Grey Wornum","Not Specified","False"
"LITTLE PORTLAND STREET","00017612",529089.59,181453.32,"Opposite 21","Small Grey Wornum","Heritage","False"
"LITTLE PORTLAND STREET","00017611",529065.58,181445.26,"Side of 40 GT PORTLAND STREET","Small Grey Wornum","Heritage","False"
"LITTLE PORTLAND STREET","00017610",529043.7,181432.72,"At or Outside 37","Small Grey Wornum","Heritage","False"
"LITTLE PORTLAND STREET","00075238",529011.38,181422.34,"Opposite 11","Small Grey Wornum","Not Specified","False"
"LITTLE PORTLAND STREET","00060625",528987.1,181420.94,"Side of 314 REGENT STREET","Small Grey Wornum","Not Specified","False"
"LITTLE SANCTUARY","00012320",530009.69,179575.05,"At or Outside 15m from Broad Sanctuary","Small Grey Wornum","Heritage","False"
"LITTLE SANCTUARY","00245654",530004.97,179601.82,"Rear of Westminster Guildhall, Opposite Conference Centre","Small Grey Wornum","Heritage","False"
"LITTLE SANCTUARY","00245655",530005.56,179624.29,"Rear of Westminster Guildhall","Small Grey Wornum","Heritage","False"
"LITTLE SANCTUARY","00055780",530018.47,179635.71,"20metres from Little George St, side of Royal Institute of Chartered Surveyors","Small Grey Wornum","Heritage","False"
"LITTLE SMITH STREET","00045653",529982.9,179272.28,"At or Outside 2","Small Grey Wornum","Heritage","False"
"LITTLE SMITH STREET","00045654",529950.9,179275.37,"Opposite 1","Small Grey Wornum","Heritage","False"
"LITTLE ST JAMES'S STREET","00012340",529278.25,180160.56,"Opposite S/O 72","George V","Cherished","False"
"LITTLE ST JAMES'S STREET","00012346",529259.28,180147.7,"At or Outside HSBC Offices","George V","Cherished","False"
"LITTLE ST JAMES'S STREET","00012341",529242.92,180136.39,"Opposite The Marlborough Suite","George V","Cherished","False"
"LITTLE ST JAMES'S STREET","00262443",529209.27,180119.87,"OS Catherine Wheel Yard","George V","Cherished","False"
"LITTLE ST JAMES'S STREET","00012339",529219.81,180119.86,"Opposite Catherinw Wheel Yard","George V","Cherished","False"
"LITTLE ST JAMES'S STREET","00012343",529224.55,180095.08,"At or Outside 9","George V","Not Specified","False"
"LITTLE ST JAMES'S STREET","00015730",529239.24,180081.61,"Side of 6","George V","Cherished","False"
"LITTLE ST JAMES'S STREET","00012342",529241.99,180065.4,"Opposite 7","George V","Cherished","False"
"LITTLE TITCHFIELD STREET","00259024",529039.57,181528.79,"Junction with Great Portland Street","Small Grey Wornum","Heritage","False"
"LITTLE TITCHFIELD STREET","00259023",529060.57,181542.64,"O/S 1-3","Small Grey Wornum","Heritage","False"
"LITTLE TITCHFIELD STREET","00012348",529085.03,181543.88,"Opposite 1-3","Small Grey Wornum","Heritage","False"
"LITTLE TITCHFIELD STREET","00012347",529106.58,181557.97,"Junction with great titchfield street","Small Grey Wornum","Heritage","False"
"LIVONIA STREET","10027710A",529455.81,181111.24,"OUTSIDE NO.1","Small Grey Wornum","Heritage","False"
"LIVONIA STREET","01300147",529439.09,181102.51,"OUTSIDE NO.4-7","Small Grey Wornum","Heritage","False"
"LODGE ROAD","00012351",527203.36,182772.88,"Side of 137 PARK ROAD","Standard","Functional","False"
"LODGE ROAD","00012360",527065.54,182664.15,"Opposite OAK TREE ROAD","Standard","Functional","True"
"LODGE ROAD","00012361",527052.21,182653.84,"Near 16M FROM JCT OAK TREE ROAD","Standard","Functional","True"
"LODGE ROAD","00012362",527043.61,182634.63,"At or Outside ST JOHNS WOOD SUB STATION","Standard","Functional","True"
"LODGE ROAD","00012363",527025.64,182633.03,"Opposite ST JOHNS WOOD SUB STATION","Standard","Functional","False"
"LODGE ROAD","00012364",527007.72,182605.39,"At or Outside ST JOHNS WOOD SUB STATION","Standard","Functional","True"
"LODGE ROAD","00012365",526979.72,182596,"Near 22M FROM COL.14","Standard","Functional","True"
"LODGE ROAD","00012366",526953.06,182563.26,"Opposite 48 LODGE ROAD","Standard","Functional","True"
"LODGE ROAD","00012367",526933.55,182547.33,"Opposite 52 LODGE ROAD","Standard","Functional","True"
"LODGE ROAD","00012368",526913.53,182530.18,"Near 27M FROM COL.17","Standard","Functional","False"
"LODGE ROAD","00012352",527187.76,182749.79,"Opposite NO.14","Standard","Functional","False"
"LODGE ROAD","00264111",526876.21,182501.67,"O/P Church","Standard","Functional","True"
"LODGE ROAD","00264112",526864.3,182492.32,"O/P Church","Standard","Functional","True"
"LODGE ROAD","00012370",526841.5,182484.74,"Near 8M FROM JCT OF LISSON GROVE","Standard","Functional","False"
"LODGE ROAD","00012353",527158,182739,"Near ADJ REGENTS PARK HOTEL ENTRANCE mounted on bridge","Lodge","Cherished","False"
"LODGE ROAD","00012354",527164.87,182731.68,"At or Outside mounted on bridge","Lodge","Cherished","False"
"LODGE ROAD","00012355",527136.53,182721.33,"At or Outside MOUNTED ON RAILWAY BRIDGE","Lodge","Cherished","False"
"LODGE ROAD","00012356",527141,182712.83,"At or Outside MOUNTED ON RAILWAY BRIDGE","Lodge","Cherished","False"
"LODGE ROAD","00012357",527128.62,182705.4,"At or Outside 15-17 LODGE ROAD","Standard","Functional","False"
"LODGE ROAD","00012358",527103.1,182693.02,"At or Outside DORA HOUSE","Standard","Functional","False"
"LODGE ROAD","00259085",527093.21,182684.91,"AT OR OUTSIDE NO.30","Standard","Functional","False"
"LOMBARDY PLACE","00012377",525746.46,180726.85,"At or Outside 2","Standard","Functional","True"
"LOMBARDY PLACE","00012378",525774.76,180740.15,"At or Outside 5","Standard","Functional","True"
"LONDON STREET","00060633",526713.1,181262.22,"Opposite WINSLANDS MEWS","Standard","Functional","False"
"LONDON STREET","00017626",526719.39,181255.84,"Opposite PRAED STREET","Standard","Functional","False"
"LONDON STREET","00060648",526730.84,181240.11,"Opposite PRAED STREET","Standard","Functional","False"
"LONDON STREET","00017627",526753.37,181215.98,"At or Outside 7","Large Grey Wornum","Functional","False"
"LONDON STREET","00017628",526771.17,181213.32,"Near CO NORFOLK SQUARE","Large Grey Wornum","Functional","False"
"LONDON STREET","00060641",526761.42,181206.45,"At or Outside 10","Large Grey Wornum","Functional","False"
"LONDON STREET","00017630",526788.71,181194.49,"Opposite 12","Large Grey Wornum","Functional","True"
"LONDON STREET","00017631",526784.93,181182.27,"At or Outside 14","Large Grey Wornum","Functional","False"
"LONDON STREET","00017632",526803.82,181178.27,"Opposite 16-18","Standard","Functional","True"
"LONDON STREET","00017633",526803.73,181162.18,"At or Outside 20","Large Grey Wornum","Functional","False"
"LONDON STREET","00060646",526835.81,181143.99,"At or Outside 22","Large Grey Wornum","Functional","False"
"LONDON STREET","00017635",526832.69,181129.19,"Opposite SUSSEX GARDENS","Standard","Functional","False"
"LONDON STREET","00060635",526657.14,181346.51,"Opposite WINSLAND STREET","Standard","Functional","False"
"LONDON STREET","00060636",526664.41,181328.39,"Opposite WINDSLAND STREET","Standard","Functional","False"
"LONDON STREET","00017625",526667.71,181306.01,"Opposite MAIL OFFICE","Standard","Functional","False"
"LONDON STREET","00017636",526681.76,181291.94,"Opposite ROYAL MAIL OFFICE","Standard","Functional","False"
"LONDON STREET","00060634",526697.39,181276.96,"Opposite ROYAL MAIL","Standard","Functional","False"
"LONG ACRE","00017643",530085.27,180884.11,"At or Outside J/O Garrick Street","Large Grey Wornum","Heritage","False"
"LONG ACRE","00017671",530222.12,181003.23,"O/S 35 S/O Langley St","Large Grey Wornum","Heritage","True"
"LONG ACRE","00017670",530243.56,181009.24,"O/S 40","Large Grey Wornum","Heritage","False"
"LONG ACRE","00017653",530309.64,181077.26,"O/S Covent Garden Station","Large Grey Wornum","Heritage","False"
"LONG ACRE","00017654",530255.82,181034.92,"J/O James Street","Large Grey Wornum","Heritage","False"
"LONG ACRE","00017655",530273.19,181036.92,"Opp No. 65","Large Grey Wornum","Heritage","False"
"LONG ACRE","00060668",530282.3,181060.74,"OPP 49-50","Large Grey Wornum","Not Specified","False"
"LONG ACRE","01300827",530293.25,181058.47,"Outside 51","Large Grey Wornum","Not Specified","True"
"LONG ACRE","00074926",530298.07,181076.95,"OPP Hanover Place","Large Grey Wornum","Not Specified","False"
"LONG ACRE","00264449",530313.08,181084.13,"Outside no.  57-59","Large Grey Wornum","Not Specified","False"
"LONG ACRE","00017644",530099.92,180908.18,"Outside 140","Large Grey Wornum","Heritage","False"
"LONG ACRE","00264451",530323.8,181107.22,"o/s 90","Large Grey Wornum","Not Specified","False"
"LONG ACRE","01300826",530390.24,181178.12,"Outside 80","Large Grey Wornum","Not Specified","False"
"LONG ACRE","00262780",530398.47,181184.73,"O/S 52","Large Grey Wornum","Not Specified","False"
"LONG ACRE","00060658",530121.41,180907.08,"Opposite Rose Sdtreet","Large Grey Wornum","Not Specified","False"
"LONG ACRE","00017648",530141.8,180930.27,"At or Outside C/O Slingsby Place","Large Grey Wornum","Heritage","False"
"LONG ACRE","00017649",530149.56,180935.83,"At or Outside 127","Large Grey Wornum","Heritage","False"
"LONG ACRE","00017675",530166.14,180949.83,"O/S 126","Large Grey Wornum","Heritage","False"
"LONG ACRE","00017651",530184.2,180954.97,"OPP Mercer Street","Large Grey Wornum","Heritage","True"
"LONG ACRE","00017652",530197.2,180978.89,"O/S 121","Large Grey Wornum","Heritage","False"
"LONG ACRE","00060688",530214.09,180980.99,"O/S 34","Large Grey Wornum","Not Specified","False"
"LONGMOORE STREET","00017677",529139.94,178680.98,"Opposite 35","Small Grey Wornum","Heritage","False"
"LONGMOORE STREET","00017678",529163.41,178696.48,"Opposite 25","Small Grey Wornum","Heritage","False"
"LONGMOORE STREET","00017679",529186.28,178702.09,"At or Outside 90 WILTON ROAD","Small Grey Wornum","Heritage","False"
"LONGMOORE STREET","00017680",529210.04,178718.62,"At or Outside 78","Small Grey Wornum","Heritage","False"
"LONGMOORE STREET","00017681",529228.78,178742.03,"Opposite 9-11","Small Grey Wornum","Heritage","False"
"LONGMOORE STREET","00017682",529256.38,178749.61,"Opposite 22 UPPER TACKBROOK","Small Grey Wornum","Heritage","False"
"LORD HILL'S BRIDGE","00246433",525764.72,181583.74,"AT OR OUTSIDE ROYAL OAK STATION                                                                             Bridge maitinaed by Network Rail lights by WCC contact Network rial if bridge closure required Leslie.Hatfield2@networkrail.co.uk 01793389830","Standard","Functional","False"
"LORD HILL'S BRIDGE","00246442",525746.9,181561.63,"ON BRIDGE WALK THROUGH   Bridge maitinaed by Network Rail lights by WCC contact Network rial if bridge closure required Leslie.Hatfield2@networkrail.co.uk 01793389830","Standard","Cherished","False"
"LORD HILL'S BRIDGE","00246444",525753.4,181585.75,"ON BRIDGE WALK THROUGH   Bridge maitinaed by Network Rail lights by WCC contact Network rial if bridge closure required Leslie.Hatfield2@networkrail.co.uk 01793389830","DW Oxford","Cherished","False"
"LORD HILL'S BRIDGE","00246434",525764.99,181585.89,"AT OR OUTSIDE ROYAL OAK STATION ON BRIDGE Bridge maitinaed by Network Rail lights by WCC contact Network rial if bridge closure required Leslie.Hatfield2@networkrail.co.uk 01793389830","DW Oxford","Cherished","False"
"LORD HILL'S BRIDGE","00246438",525756.75,181533.19,"NEAR JUNCTION WITH Porchester road  Bridge maitinaed by Network Rail lights by WCC contact Network rial if bridge closure required Leslie.Hatfield2@networkrail.co.uk 01793389830","DW Oxford","Cherished","False"
"LORD HILL'S BRIDGE","00246439",525744.46,181535.17,"ON CORNER NEAR JUNCTION WITH WESTBOURNE PARK VILLAS  Bridge maitinaed by Network Rail lights by WCC contact Network rial if bridge closure required Leslie.Hatfield2@networkrail.co.uk 01793389830","DW Oxford","Cherished","False"
"LORD HILLS ROAD","00017687",525804.22,181861.5,"Side of 2","Standard","Functional","False"
"LORD HILLS ROAD","00017688",525784.63,181857.42,"Opposite 2","Standard","Functional","False"
"LORD HILLS ROAD","00017689",525792.09,181875.38,"At or Outside 2","Standard","Functional","False"
"LORD HILLS ROAD","00017690",525811.12,181907.92,"O/S NO. 120-127 ATHERSTONE COURT","Standard","Functional","True"
"LORD HILLS ROAD","00017691",525817.27,181922.31,"O/'S NO. 112-119 ATHERSTONE COURT","Standard","Functional","True"
"LORD HILLS ROAD","00264113",525817.87,181934.88,"Junct with Delamare Terrace","Standard","Functional","False"
"LORNE CLOSE","00262683",527370.06,182580.75,"Side of 111 PARK ROAD","Standard","Functional","False"
"LORNE CLOSE","00051768",527331.59,182548.78,"Side of 111 PARK ROAD","Standard","Not Specified","False"
"LOTHROP STREET","00008114",524070.75,182770.93,"At or Outside 82 SIXTH AVENUE","Standard","Functional","True"
"LOTHROP STREET","00008123",524328.4,182733.53,"At or Outside 30/32","Standard","Functional","True"
"LOTHROP STREET","00008124",524364.45,182728.59,"At or Outside 14/16","Standard","Functional","True"
"LOTHROP STREET","00008125",524394.45,182724.09,"At or Outside 2","Standard","Functional","True"
"LOTHROP STREET","00264114",524407.59,182714.18,"At or Outside side of 69","Standard","Functional","False"
"LOTHROP STREET","00008115",524100.54,182757.31,"At or Outside 113","Standard","Functional","True"
"LOTHROP STREET","00008116",524131.65,182761.98,"At or Outside 94/96","Standard","Functional","True"
"LOTHROP STREET","00008117",524152.23,182749.83,"At or Outside 97 5TH AVENUE","Standard","Functional","True"
"LOTHROP STREET","00008118",524187.22,182753.97,"Side of 100 5th AVE","Standard","Functional","True"
"LOTHROP STREET","00008119",524205.65,182742.08,"At or Outside 89","Standard","Functional","True"
"LOTHROP STREET","00008120",524246.66,182745.29,"At or Outside 68","Standard","Functional","True"
"LOTHROP STREET","00008121",524269.22,182732.87,"At or Outside 61","Standard","Functional","True"
"LOTHROP STREET","00008122",524291.93,182738.87,"At or Outside 48","Standard","Functional","True"
"LOUDOUN ROAD","00046037",526433.74,183879.15,"At or Outside 140","Standard","Functional","True"
"LOUDOUN ROAD","00046046",526416.96,183709.17,"At or Outside 100","Standard","Functional","True"
"LOUDOUN ROAD","00046047",526414.99,183687.25,"At or Outside 96","Standard","Functional","True"
"LOUDOUN ROAD","00046048",526412.22,183659.62,"At or Outside 90","Standard","Functional","True"
"LOUDOUN ROAD","00046049",526410.25,183636.71,"At or Outside 84","Standard","Not Specified","True"
"LOUDOUN ROAD","00046050",526407.68,183618.35,"Near J/w Carlton Hill","Standard","Functional","False"
"LOUDOUN ROAD","00046051",526395.64,183605.92,"Opposite 82","Standard","Functional","True"
"LOUDOUN ROAD","00046052",526393.86,183587.75,"Opposite 78","Standard","Functional","True"
"LOUDOUN ROAD","00046053",526392.68,183567.03,"Opposite 76","Standard","Functional","True"
"LOUDOUN ROAD","00046054",526393.47,183545.11,"Opposite 68","Standard","Functional","True"
"LOUDOUN ROAD","00046055",526395.44,183522.8,"Opposite 62","Standard","Functional","True"
"LOUDOUN ROAD","00046038",526431.84,183870.35,"At or Outside 37","Standard","Functional","True"
"LOUDOUN ROAD","00046056",526409.49,183499.35,"O/s 26","Standard","Functional","False"
"LOUDOUN ROAD","00046057",526402.58,183484.08,"Opposite 18","Standard","Functional","True"
"LOUDOUN ROAD","00046058",526408.86,183462.75,"Side of 22 Marlborough Place","Standard","Functional","True"
"LOUDOUN ROAD","00046059",526419.53,183439.95,"Side of 22 Marlborough Place","Standard","Functional","True"
"LOUDOUN ROAD","00046060",526433.54,183416.32,"Side of 19 Marlborough Place","Standard","Functional","False"
"LOUDOUN ROAD","00046061",526455.29,183390.38,"Side of 19 Marlborough Place","Standard","Functional","False"
"LOUDOUN ROAD","00046062",526477.04,183379.72,"At or Outside 10","Standard","Functional","False"
"LOUDOUN ROAD","00046063",526493.77,183361.94,"Opposite J/w Langford Place","Standard","Functional","False"
"LOUDOUN ROAD","00046064",526507.58,183347.51,"Opposite S/o 1 Langford Place","Standard","Functional","False"
"LOUDOUN ROAD","00046065",526523.06,183331.19,"Opposite 7","Standard","Functional","False"
"LOUDOUN ROAD","00046039",526419.61,183841.8,"At or Outside 35","Standard","Functional","True"
"LOUDOUN ROAD","00046066",526548.2,183304.58,"Opposite 3a","Standard","Functional","False"
"LOUDOUN ROAD","00046070",526562.05,183291.05,"Near J/w Grove End Road","Standard","Functional","True"
"LOUDOUN ROAD","00046067",526576.09,183274.31,"Opposite 1","Standard","Functional","True"
"LOUDOUN ROAD","00046068",526589.37,183259.98,"Opposite 1","Standard","Functional","True"
