"ChargepointID","LocationName","FeatureLocation","easting","northing"
"Suby1100007258","Taunton Place","Opposite BOSTON PLACE",527506.31,182295.03
"Suby1100006598","Tavistock Road","Opposite 3",524850.46,181658.28
"Suby1100006231","Third Avenue","At or Outside 17/19",524430.88,182525.59
"Suby1100007210","Third Avenue","At or Outside 68 BARTEN HOUSE",524447.57,182634.2
"Suby1100007834","THIRLEBY ROAD","Opposite 100 to 115 ASHLEY GARDENS",529326.56,179103.23
"suby1100007007","Titchfield Road","Near JCT PRINCE ALBERT ROAD",527548.41,183455.86
"Suby1100002882","Townshend Road","Opposite 38",527204.89,183527.16
"Suby1100002880","Townshend Road","Outside 1-54 London House (Opposite Mackennal Street)",527358.48,183385.55
"Suby1100006664","TOWNSHEND ROAD","At or Outside 46",527204.48,183544.34
"Suby1100006660","TOWNSHEND ROAD","At or Outside 62",527130.01,183621.61
"Suby1100006583","TOWNSHEND ROAD","At or Outside 66",527108.79,183644.01
"Suby1100006562","Tresham Crescent","Outside flats",527312.02,182441.15
"Suby1100007839","Trevor Place","At or Outside 21",527445.96,179515.23
"Suby1100007805","Upper Belgrave Street","At or Outside 36",528407.7,179377.04
"Suby1100002683","Upper Berkeley Street","At or Outside 21/23",527721.41,181214.83
"Suby1100006188","Upper Berkeley Street","At or Outside 63",527829.68,181234.81
"Suby1100002701","Upper Berkeley Street","At or Outside 71",527896,181254
"Suby1100000038","Upper Montagu Street","At or Outside 48",527712.15,181789.88
"Steob100000794","Upper Montagu Street","At or Outside 6",527764.89,181620.56
"Suby1100003759","UPPER ST MARTIN'S LANE","Opposite WEST STREET",530068.07,180957.27
"Suby1100002354","Upper Wimpole Street","At or Outside 13",528479.13,181889.55
"Suby1100003301","Upper Wimpole Street","At or Outside 19",528478.77,181840.34
"Suby1100002351","Upper Wimpole Street","Opposite 19",528490.35,181842.4
"Suby1100007814","Vincent Square","OPPOSITE NO.30",529582.17,178660.8
"Suby1100007812","Vincent Square","OPPOSITE VINCENT STREET",529650.47,178769.84
"Suby1100002385","Walterton Road","At or Outside 13C",524932.07,182226.78
"Suby1100006563","Walterton Road","At or Outside 33/35",524965.58,182275.24
"Suby1100002362","Walterton Road","At or Outside 40B",524975.88,182306.96
"Suby1100002347","Walterton Road","At or Outside 52",525006.59,182351.79
"Suby1100003075","Warlock Road","At or Outside 27B",524981.6,182404.34
"Suby1100002485","Warlock Road","Opposite 18B",525081.99,182350.76
"Suby1100003229","Warlock Road","Opposite 2",525127.83,182320.87
"Suby1100002352","Warrington Crescent","At or Outside 24",526057.16,182274.47
"Suby1100006131","Warrington Crescent","At or Outside 3",526071.66,182144.4
"Suby1100002388","Warrington Crescent","At or Outside 31",526070.6,182244.87
"Suby1100002363","Warrington Crescent","At or Outside 43",526074.73,182293.11
"Suby1100006597","Warrington Crescent","At or Outside 53",526080.03,182329.78
"Suby1100007248","Warrington Crescent","At or Outside 62",526084.09,182424.82
"Suby1100006654","Warrington Crescent","At or Outside 69",526096.3,182404.9
"Suby1100005756","Warrington Gardens","At or Outside 1",526022.49,182117.17
"Suby1100002589","Warwick Avenue","O/S 15 Warwick Avenue",526147,181975
"Suby1100002575","Warwick Avenue","O/S 18 Warwick Avenue",526213,181947
"Suby1100002573","Warwick Avenue","O/S 21 Warwick Avenue",526133,181986
"Suby1100006542","Warwick Avenue","OPP 117 Warwick Avenue",525806.81,182225.31
"Suby1100006596","Warwick Crescent","At or Outside 10",526190.37,181778.92
"Suby1100007126","Warwick Crescent","At or Outside 13",526173.76,181778.73
"Suby1100006549","Warwick Crescent","At or Outside 23",526115.54,181784.84
"Suby1100006643","Warwick Crescent","Opposite 2",526247.45,181770.9
"Suby1100002561","Warwick Square","At or Outside 50",529141.77,178443.44
"Suby1100002590","Warwick Square","At or Outside 56",529166.68,178478.64
"Suby1100002591","Warwick Square","At or Outside BT 12/11",529116.43,178527.13
"Suby1100007273","Warwick Way","AT OR OUTSIDE NO.72",529087.7,178596.35
"Suby1100006215","Warwick Way","AT OR OUTSIDE NO.82",529066.2,178585.64
"Suby1100006553","Waverley Place","At or Outside 1",526659,183268.8
"Suby1100005907","Waverley Place","Opposite SCHOOL",526603.22,183353.95
"Suby1100006102","Wells Rise","Opposite ST JAMES CLOSE",527643.82,183543.62
"Suby1100002481","Wells Street","At or Outside 47",529161.91,181588.02
"Suby1100007174","Wells Street","At or Outside 48",529142.88,181604.08
"Suby1100002506","Wells Street","Opposite 12-23",529176.83,181564.19
"Suby1100000294","Westbourne Crescent","At or Outside 5",526589.56,180963.59
"Suby1100005782","Westbourne Grove","At or Outside 170a",525114.99,181068.43
"Suby1100005758","Westbourne Grove","Outside 144",525227.62,181095.48
"Suby1100006638","Westbourne Grove Terrace","At or Outside 2",525679.48,181218.21
"Suby1100005818","Westbourne Park Road","At or Outside 162",525001.65,181465.25
"Suby1100000078","Westbourne Park Road","At or Outside 50",525538.93,181468.46
"Suby1100006245","Westbourne Park Road","At or Outside 56",525506.17,181470.75
"Suby1100006661","Westbourne Park Road","Outside 117",525178.93,181544.13
"Suby1100006289","Westbourne Park Road","Outside 24/26",525471.12,181467.75
"Suby1100006283","Westbourne Park Villas","At or Outside 58",525481.14,181559.75
"Suby1100002495","Westbourne Park Villas","At or Outside 68",525450.95,181563.9
"Suby1100002498","Westbourne Park Villas","At or Outside ENTRANCE TO CLIFFORD COURT",525546.37,181551.16
"Suby1100002432","Weymouth Street","At or Outside 26",528689.48,181840.04
"Suby1100002431","Weymouth Street","At or Outside 51",528423.44,181747.96
"Suby1100002358","Weymouth Street","Opposite BEAUMONT MEWS",528387.95,181737.81
"Suby1100005893","WIDLEY ROAD","At or Outside 21-30 SOUTHWOLD MANSIONS",525428.59,182488.99
"Suby1100006116","WIDLEY ROAD","At or Outside 41-50 CLEVELAND MANSIONS",525391.96,182495.32
"Suby1100007831","Wilton Crescent","At or Outside 12",528075.13,179552.21
"Suby1100007806","Wilton Crescent","At or Outside 30",528195.73,179600.86
"Suby1100002558","Winchester Street","At or Outside 38",528942.62,178314.53
"Suby1100002562","Winchester Street","At or Outside 67",528899.5,178358.09
"Suby1100002569","Winchester Street","Opposite 43",528991.77,178279.34
"Suby1100006594","Woodchester Square","Rear of FORESTER COURT",525558.09,181896.54
"Suby1100008403","Woodfield Road","Opposite 19",524959,181984
"Suby1100005902","Wymering Road","At or Outside 131-140 wymering mansions",525463.29,182539.81
"Suby1100005895","Wymering Road","At or Outside 141-150 WYMERING MANSIONS",525452.24,182552.14
"Suby1100005926","Wymering Road","At or Outside 181-190 WYMERING MANSIONS",525417.94,182589.41
"Suby1100005924","Wymering Road","Opposite 209",525380.46,182615.98
"Suby1100003295","York Street","At or Outside 25",527858.11,181791.84
"Suby1100000089","York Street","At or Outside 41",527758.02,181760.23
"Suby1100002462","York Street","At or Outside Bryanston Mansions",527647.71,181735.2
"Suby1100003296","York Street","Opposite 20",527878.89,181798.44
"Suby1100002851","York Street","Outside 4",527936.71,181827.49
"Suby1100002691","York Street","Outside St Mary's Church Near J/w Wyndham Place",527633.53,181719.75
